index,song_id,valence_mean,arousal_mean
947,1204,6.6,5.5
948,1205,6.0,5.7
949,1206,5.1,5.8
950,1207,4.7,3.4
951,1208,6.2,4.6
952,1209,4.4,2.7
953,1210,3.8,2.4
954,1211,5.5,4.7
955,1212,3.5,2.7
956,1213,3.1,2.8
957,1214,6.2,5.3
958,1215,6.2,5.6
959,1216,5.5,5.3
960,1217,3.9,2.6
961,1218,3.9,4.1
962,1219,4.3,2.2
963,1220,3.6,2.2
964,1221,5.4,5.3
965,1222,4.1,3.2
966,1223,4.6,5.6
967,1224,6.2,6.8
968,1225,3.4,4.6
969,1226,3.9,3.8
970,1227,4.7,5.7
971,1228,5.4,3.3
972,1229,5.2,4.3
973,1230,5.3,3.7
974,1231,5.5,6.5
975,1232,6.9,6.3
976,1233,5.5,4.8
977,1234,4.6,3.0
978,1235,4.9,5.8
979,1236,4.5,4.9
980,1237,4.1,3.3
981,1238,5.5,5.1
982,1239,6.3,6.7
983,1240,2.7,2.6
984,1241,4.1,3.7
985,1242,4.7,4.3
986,1243,5.8,5.7
987,1244,4.6,3.7
988,1245,6.4,5.3
989,1246,4.5,3.1
990,1247,4.4,6.3
991,1248,3.7,3.0
992,1249,5.1,5.6
993,1250,7.0,7.4
994,1251,6.9,6.3
995,1252,5.2,5.1
996,1253,4.1,3.0
997,1254,4.7,6.2
998,1255,3.4,2.0
999,1256,5.7,5.5
1000,1257,5.0,3.8
1001,1258,5.7,5.6
1002,1259,3.6,2.8
1003,1260,7.2,6.5
1004,1261,3.8,3.1
1005,1262,4.5,4.8
1006,1263,5.8,5.1
1007,1264,4.6,3.6
1008,1265,5.8,5.5
1009,1266,5.6,5.1
1010,1267,4.5,3.7
1011,1268,5.3,3.7
1012,1269,3.5,4.4
1013,1270,4.6,5.3
1014,1271,4.6,4.7
1015,1272,4.0,3.2
1016,1273,4.8,5.6
1017,1274,6.0,5.4
1018,1275,3.5,2.8
1019,1276,4.8,5.5
1020,1277,2.9,2.2
1021,1278,5.1,4.1
1022,1279,5.6,4.2
1023,1280,5.9,5.4
1024,1281,5.4,4.5
1025,1282,6.8,6.4
1026,1283,3.3,5.2
1027,1284,6.3,6.6
1028,1285,5.1,4.9
1029,1286,3.8,3.0
1030,1287,4.5,4.3
1031,1288,5.2,3.4
1032,1289,5.0,4.4
1033,1290,6.6,6.6
1034,1291,3.6,2.5
1035,1292,5.6,5.2
1036,1293,5.7,5.1
1037,1294,5.9,5.5
1038,1295,6.9,6.4
1039,1296,5.0,5.9
1040,1297,4.8,3.7
1041,1298,6.9,5.6
1042,1299,4.5,4.7
1043,1300,6.0,4.5
1044,1301,4.4,2.8
1045,1302,4.4,3.8
1046,1303,6.1,6.5
1047,1304,5.2,6.3
1048,1305,4.7,6.2
1049,1306,5.3,5.3
1050,1307,5.1,5.4
1051,1308,5.8,5.3
1052,1309,6.5,7.4
1053,1310,5.1,4.4
1054,1311,4.1,3.5
1055,1312,5.3,4.0
1056,1313,4.2,3.0
1057,1314,4.1,4.1
1058,1315,7.0,6.4
1059,1316,5.2,4.0
1060,1317,5.3,6.2
1061,1318,4.8,4.3
1062,1319,6.5,5.6
1063,1320,3.8,6.5
1064,1321,4.5,5.7
1065,1322,6.5,5.5
1066,1323,5.5,5.0
1067,1324,6.1,6.7
1068,1325,5.9,5.8
1069,1326,6.1,5.0
1070,1327,5.5,2.8
1071,1328,4.4,2.7
1072,1329,5.3,4.2
1073,1330,5.7,7.2
1074,1331,5.3,4.4
1075,1332,2.5,2.3
1076,1333,4.5,5.7
1077,1334,3.8,7.8
1078,1335,5.4,5.6
1079,1336,3.6,2.7
1080,1337,5.0,6.5
1081,1338,6.2,6.4
1082,1339,7.2,6.8
1083,1340,6.4,5.7
1084,1341,3.5,3.2
1085,1342,6.5,6.4
1086,1343,6.0,5.4
1087,1344,6.3,5.5
1088,1345,4.5,2.9
1089,1346,6.5,5.6
1090,1347,4.6,4.0
1091,1348,5.8,6.3
1092,1349,5.2,5.2
1093,1350,4.0,2.6
1094,1351,6.3,5.9
1095,1352,6.7,6.4
1096,1353,5.3,6.4
1097,1354,4.6,2.0
1098,1355,6.3,3.8
1099,1356,5.2,5.2
1100,1357,4.5,6.0
1101,1358,6.0,6.0
1102,1359,3.6,3.4
1103,1360,5.5,2.9
1104,1361,4.4,2.5
1105,1362,4.4,5.4
1106,1363,5.1,3.6
1107,1364,4.3,6.2
1108,1365,6.5,6.4
1109,1366,5.4,6.3
1110,1367,7.1,7.2
1111,1368,3.4,3.3
1112,1369,6.8,6.6
1113,1370,4.3,4.1
1114,1371,5.7,5.4
1115,1372,4.8,5.2
1116,1373,6.6,5.7
1117,1374,6.0,4.1
1118,1375,5.6,5.6
1119,1376,7.0,6.6
1120,1377,3.7,3.1
1121,1378,5.5,5.7
1122,1379,5.8,5.7
1123,1380,4.1,4.5
1124,1381,6.1,7.1
1125,1382,4.8,4.7
1126,1383,5.6,3.0
1127,1384,5.8,5.4
1128,1385,6.0,6.0
1129,1386,5.9,5.0
1130,1387,6.1,4.5
1131,1388,6.8,7.8
1132,1389,4.2,3.3
1133,1390,6.1,6.3
1134,1391,4.3,5.7
1135,1392,6.2,6.7
1136,1393,6.2,4.1
1137,1394,6.0,4.1
1138,1395,4.7,3.5
1139,1396,6.1,6.0
1140,1397,4.3,3.3
1141,1398,6.9,7.6
1142,1399,6.1,6.4
1143,1400,5.6,5.8
1144,1401,5.8,5.3
1145,1402,5.6,2.5
1146,1403,5.6,5.1
1147,1404,3.8,2.7
1148,1405,3.7,2.2
1149,1406,3.9,3.7
1150,1407,3.6,3.8
1151,1408,4.2,5.0
1152,1409,4.9,3.7
1153,1410,6.0,4.4
1154,1411,3.9,2.7
1155,1412,4.6,3.2
1156,1413,4.3,4.1
1157,1414,3.7,4.0
1158,1415,5.7,4.7
1159,1416,4.4,2.7
1160,1417,4.6,2.4
1161,1418,4.3,3.8
1162,1419,3.7,2.5
1163,1420,4.8,3.1
1164,1421,4.2,3.2
1165,1422,4.1,2.8
1166,1423,4.2,5.5
1167,1424,4.5,3.5
1168,1425,5.1,5.2
1169,1426,6.6,6.4
1170,1427,5.0,4.9
1171,1428,4.7,3.5
1172,1429,3.0,2.3
1173,1430,4.6,3.2
1174,1431,4.1,4.1
1175,1432,3.7,2.6
1176,1433,4.0,3.6
1177,1434,3.7,2.8
1178,1435,3.6,5.3
1179,1436,4.7,3.8
1180,1437,5.1,4.5
1181,1438,3.6,2.9
1182,1439,4.1,2.9
1183,1440,5.1,4.9
1184,1441,5.0,4.0
1185,1442,5.3,2.8
1186,1443,5.8,2.9
1187,1444,4.6,3.1
1188,1445,5.1,3.6
1189,1446,5.8,3.2
1190,1447,4.4,4.1
1191,1448,4.4,4.4
1192,1449,4.6,4.1
1193,1450,5.7,5.0
1194,1451,5.1,4.8
1195,1452,4.2,3.9
1196,1453,4.0,3.8
1197,1454,5.2,3.6
1198,1455,4.1,4.2
1199,1456,4.3,2.2
1200,1457,5.4,4.8
1201,1458,4.2,4.7
1202,1459,5.4,5.1
1203,1460,4.8,3.9
1204,1461,5.3,4.2
1205,1462,4.8,3.9
1206,1463,3.3,3.0
1207,1464,4.8,4.4
1208,1465,5.2,3.7
1209,1466,6.1,4.5
1210,1467,4.0,4.2
1211,1468,3.7,2.0
1212,1469,3.1,3.2
1213,1470,5.1,3.2
1214,1471,7.3,6.8
1215,1472,5.0,5.2
1216,1473,6.1,6.0
1217,1474,6.6,6.4
1218,1475,4.3,3.2
1219,1476,4.5,5.1
1220,1477,5.1,4.5
1221,1478,5.1,3.5
1222,1479,5.0,5.1
1223,1480,4.8,5.3
1224,1481,3.9,3.7
1225,1482,4.3,3.4
1226,1483,3.9,3.8
1227,1484,4.4,3.8
1228,1485,4.7,3.8
1229,1486,3.7,2.9
1230,1487,4.3,2.4
1231,1488,4.9,3.9
1232,1489,4.9,4.6
1233,1490,3.8,3.1
1234,1491,4.8,5.2
1235,1492,3.3,2.8
1236,1493,4.0,6.1
1237,1494,4.9,3.8
1238,1495,4.4,3.9
1239,1496,6.1,5.8
1240,1497,4.4,3.6
1241,1498,4.8,3.8
1242,1499,4.8,4.5
1243,1500,3.8,3.2
1244,1501,5.0,4.9
1245,1502,7.2,7.0
1246,1503,5.9,4.1
1247,1504,6.0,5.9
1248,1505,4.2,4.9
1249,1506,5.0,4.8
1250,1507,5.5,5.7
1251,1508,5.9,5.3
1252,1509,5.9,5.4
1253,1510,4.1,5.6
1254,1511,5.5,5.6
1255,1512,3.8,5.2
1256,1513,6.1,6.3
1257,1514,4.6,5.4
1258,1515,4.4,4.8
1259,1516,5.6,4.9
1260,1517,6.0,5.0
1261,1518,6.1,6.3
1262,1519,5.0,5.6
1263,1520,5.3,5.3
1264,1521,4.8,4.9
1265,1522,5.2,5.7
1266,1523,6.9,4.8
1267,1524,5.6,4.4
1268,1525,4.5,4.5
1269,1526,5.9,5.9
1270,1527,4.5,4.7
1271,1528,5.5,4.6
1272,1529,5.4,5.7
1273,1530,6.2,4.2
1274,1531,5.1,4.8
1275,1532,5.8,5.6
1276,1533,5.2,5.3
1277,1534,5.7,5.7
1278,1535,5.4,5.3
1279,1536,4.8,3.4
1280,1537,5.9,3.4
1281,1538,6.3,4.7
1282,1539,4.4,4.7
1283,1540,5.7,5.1
1284,1541,5.2,4.6
1285,1542,5.5,5.5
1286,1543,6.1,5.4
1287,1544,6.4,5.4
1288,1545,4.8,4.8
1289,1546,5.3,4.4
1290,1547,4.0,5.8
1291,1548,4.6,3.7
1292,1549,4.9,5.2
1293,1550,4.8,3.7
1294,1551,5.6,5.4
1295,1552,5.6,5.6
1296,1553,5.6,5.9
1297,1554,5.8,4.5
1298,1555,4.4,2.9
1299,1556,4.7,6.1
1300,1557,5.5,6.3
1301,1558,3.4,5.9
1302,1559,5.8,5.2
1303,1560,5.2,5.2
1304,1561,5.0,6.0
1305,1562,4.8,6.3
1306,1563,5.1,5.7
1307,1564,6.1,6.4
1308,1565,4.6,4.9
1309,1566,6.2,5.3
1310,1567,4.0,5.0
1311,1568,5.4,6.0
1312,1569,5.6,5.8
1313,1570,5.2,4.6
1314,1571,4.4,6.9
1315,1572,5.5,5.0
1316,1573,4.9,3.6
1317,1574,5.9,5.4
1318,1575,5.2,5.1
1319,1576,5.4,3.9
1320,1577,5.2,4.7
1321,1578,5.9,4.8
1322,1579,5.8,4.9
1323,1580,6.1,5.2
1324,1581,6.5,6.1
1325,1582,5.9,5.4
1326,1583,5.6,5.2
1327,1584,4.9,4.6
1328,1585,5.0,3.9
1329,1586,4.3,5.0
1330,1587,5.0,5.5
1331,1588,4.9,5.8
1332,1589,5.8,6.1
1333,1590,4.2,6.2
1334,1591,5.9,4.7
1335,1592,6.1,6.4
1336,1593,4.7,3.5
1337,1594,5.6,5.4
1338,1595,5.6,5.9
1339,1596,5.5,5.1
1340,1597,5.5,5.0
1341,1598,4.3,5.5
1342,1599,3.6,4.1
1343,1600,5.6,5.6
1344,1601,5.0,5.3
1345,1602,5.0,3.7
1346,1603,5.4,3.9
1347,1604,4.5,3.6
1348,1605,5.6,4.0
1349,1606,5.6,4.9
1350,1607,4.5,3.0
1351,1608,4.5,7.0
1352,1609,6.4,6.5
1353,1610,6.4,4.1
1354,1611,5.7,6.2
1355,1612,3.8,3.1
1356,1613,6.2,6.6
1357,1614,6.6,4.6
1358,1615,5.7,4.6
1359,1616,4.8,5.5
1360,1617,6.1,5.9
1361,1618,6.1,3.9
1362,1619,5.2,5.3
1363,1620,6.3,5.7
1364,1621,6.1,6.0
1365,1622,6.0,5.9
1366,1623,5.6,5.3
1367,1624,5.7,6.4
1368,1625,4.9,4.4
1369,1626,6.1,6.0
1370,1627,4.4,3.9
1371,1628,4.7,4.8
1372,1629,6.4,6.3
1373,1630,6.0,5.4
1374,1631,5.7,4.8
1375,1632,5.2,3.4
1376,1633,6.5,6.3
1377,1634,5.5,6.1
1378,1635,6.8,6.1
1379,1636,4.6,5.2
1380,1637,5.5,3.6
1381,1638,5.9,3.9
1382,1639,5.3,5.3
1383,1640,6.6,6.1
1384,1641,4.6,5.3
1385,1642,5.1,4.9
1386,1643,4.4,4.3
1387,1644,5.0,5.9
1388,1645,5.8,5.7
1389,1646,4.5,3.7
1390,1647,7.1,5.8
1391,1648,3.9,2.5
1392,1649,6.1,6.0
1393,1650,5.9,4.7
1394,1651,4.8,6.0
1395,1652,7.2,6.3
1396,1653,4.3,3.1
1397,1654,4.8,3.1
1398,1655,6.1,6.1
1399,1656,4.7,4.0
1400,1657,5.6,5.7
1401,1658,6.2,5.9
1402,1659,4.6,4.6
1403,1660,5.2,5.5
1404,1661,5.7,6.3
1405,1662,6.1,6.0
1406,1663,4.6,4.9
1407,1664,4.2,4.0
1408,1665,5.6,5.7
1409,1666,3.8,3.3
1410,1667,6.0,7.5
1411,1668,5.5,5.5
1412,1669,5.5,4.9
1413,1670,5.9,5.4
1414,1671,4.2,3.3
1415,1672,4.4,2.6
1416,1673,6.1,5.9
1417,1674,5.0,5.3
1418,1675,5.5,5.7
1419,1676,5.6,4.9
1420,1677,6.8,6.4
1421,1678,5.1,4.2
1422,1679,5.4,5.6
1423,1680,6.8,6.1
1424,1681,5.0,3.5
1425,1682,6.1,5.8
1426,1683,6.0,4.8
1427,1684,5.1,5.0
1428,1685,5.4,4.5
1429,1686,3.7,3.3
1430,1687,5.1,4.7
1431,1688,5.2,4.7
1432,1689,7.1,6.4
1433,1690,5.4,4.6
1434,1691,3.7,3.6
1435,1692,3.8,3.3
1436,1693,4.4,3.8
1437,1694,4.5,6.1
1438,1695,5.7,5.6
1439,1696,3.8,3.3
1440,1697,3.3,2.8
1441,1698,4.5,4.5
1442,1699,5.1,5.0
1443,1700,5.6,5.0
1444,1701,4.0,3.1
1445,1702,4.1,3.9
1446,1703,5.3,6.7
1447,1704,5.3,6.4
1448,1705,4.0,4.4
1449,1706,4.9,4.0
1450,1707,3.5,4.0
1451,1708,4.2,3.6
1452,1709,4.0,3.8
1453,1710,3.6,2.9
1454,1711,5.0,3.2
1455,1712,4.4,2.9
1456,1713,6.2,5.7
1457,1714,6.1,4.0
1458,1715,5.9,5.6
1459,1716,5.8,5.4
1460,1717,6.0,4.8
1461,1718,4.7,3.5
1462,1719,5.0,3.3
1463,1720,7.5,6.0
1464,1721,4.2,2.9
1465,1722,5.0,3.1
1466,1723,4.3,3.4
1467,1724,3.7,3.3
1468,1725,5.2,4.4
1469,1726,4.6,3.2
1470,1727,4.9,4.7
1471,1728,3.1,4.7
1472,1729,5.1,5.4
1473,1730,5.3,3.9
1474,1731,4.2,3.6
1475,1732,4.2,3.0
1476,1733,3.8,3.3
1477,1734,5.1,5.2
1478,1735,4.7,3.0
1479,1736,4.7,3.1
1480,1737,3.6,3.6
1481,1738,2.8,4.8
1482,1739,3.7,2.8
1483,1740,5.3,4.3
1484,1741,3.3,3.5
1485,1742,6.8,5.1
1486,1743,6.8,6.5
1487,1744,4.9,4.3
1488,1745,7.1,5.9
1489,1746,5.7,4.8
1490,1747,4.3,2.9
1491,1748,5.4,4.1
1492,1749,6.7,4.6
1493,1750,4.7,5.3
1494,1751,4.1,4.3
1495,1752,5.5,6.1
1496,1753,3.2,3.4
1497,1754,4.2,2.4
1498,1755,6.4,5.7
1499,1756,4.4,3.9
1500,1757,5.0,3.1
1501,1758,5.4,3.0
1502,1759,5.4,4.7
1503,1760,4.3,4.1
1504,1761,7.9,7.1
1505,1762,6.1,5.4
1506,1763,4.4,3.5
1507,1764,4.9,4.0
1508,1765,5.8,4.6
1509,1766,3.7,3.0
1510,1767,3.8,2.4
1511,1768,4.1,3.1
1512,1769,5.9,5.3
1513,1770,4.5,2.9
1514,1771,4.9,5.3
1515,1772,5.6,4.3
1516,1773,5.4,4.1
1517,1774,4.9,4.8
1518,1775,4.6,3.0
1519,1776,4.8,3.8
1520,1777,5.3,4.4
1521,1778,4.4,3.2
1522,1779,5.7,2.9
1523,1780,4.8,3.5
1524,1781,4.2,2.7
1525,1782,4.7,5.2
1526,1783,4.2,3.3
1527,1784,5.5,5.1
1528,1785,5.6,5.2
1529,1786,4.2,3.1
1530,1787,3.9,3.4
1531,1788,3.6,6.0
1532,1789,5.9,5.1
1533,1790,3.8,3.3
1534,1791,5.3,3.3
1535,1792,6.1,5.1
1536,1793,5.1,4.2
1537,1794,4.2,3.7
1538,1795,3.9,3.0
1539,1796,5.8,6.0
1540,1797,3.6,4.1
1541,1798,5.7,4.0
1542,1799,5.8,4.5
1543,1800,3.4,2.6
1544,1801,3.4,2.8
1545,1802,5.7,6.6
1546,1803,4.1,3.6
1547,1804,5.7,5.9
1548,1805,5.7,4.9
1549,1806,6.5,6.2
1550,1807,5.7,5.3
1551,1808,5.4,5.3
1552,1809,4.0,4.1
1553,1810,4.1,4.0
1554,1811,4.6,4.7
1555,1812,5.0,5.0
1556,1813,6.1,5.7
1557,1814,6.0,5.8
1558,1815,6.4,5.8
1559,1816,5.0,4.5
1560,1817,6.6,6.0
1561,1818,4.3,3.2
1562,1819,4.1,4.1
1563,1820,4.5,4.4
1564,1821,6.2,6.6
1565,1822,4.7,3.5
1566,1823,2.7,5.6
1567,1824,6.2,5.7
1568,1825,4.8,4.5
1569,1826,5.1,3.7
1570,1827,5.6,6.7
1571,1828,5.8,6.6
1572,1829,4.8,3.6
1573,1830,5.7,5.3
1574,1831,6.2,5.6
1575,1832,5.7,5.2
1576,1833,4.5,3.2
1577,1834,6.3,5.7
1578,1835,5.3,3.2
1579,1836,5.6,4.6
1580,1837,4.2,2.9
1581,1838,4.6,5.0
1582,1839,6.0,5.7
1583,1840,4.8,5.4
1584,1841,4.6,3.1
1585,1842,5.8,6.3
1586,1843,4.9,4.7
1587,1844,6.1,5.5
1588,1845,5.9,5.9
1589,1846,5.8,5.8
1590,1847,3.2,2.6
1591,1848,5.5,5.0
1592,1849,6.0,5.8
1593,1850,3.7,2.7
1594,1851,4.6,3.3
1595,1852,4.1,4.7
1596,1853,6.5,5.7
1597,1854,5.2,4.5
1598,1855,5.4,6.0
1599,1856,6.1,6.7
1600,1857,5.3,5.0
1601,1858,5.2,5.6
1602,1859,5.2,5.0
1603,1860,3.7,3.5
1604,1861,5.1,5.0
1605,1862,5.1,4.9
1606,1863,6.4,5.7
1607,1864,6.1,7.4
1608,1865,6.8,5.9
1609,1866,4.8,4.5
1610,1867,4.2,4.0
1611,1868,5.8,5.0
1612,1869,4.1,3.7
1613,1870,5.4,5.6
1614,1871,6.4,6.6
1615,1872,4.5,4.2
1616,1873,4.7,3.4
1617,1874,5.0,6.3
1618,1875,6.3,6.2
1619,1876,6.3,5.0
1620,1877,6.2,5.5
1621,1878,6.7,6.3
1622,1879,5.4,6.4
1623,1880,5.4,3.2
1624,1881,5.0,5.2
1625,1882,5.5,6.2
1626,1883,5.6,4.5
1627,1884,6.5,5.6
1628,1885,3.9,3.9
1629,1886,4.1,3.0
1630,1887,6.0,5.8
1631,1888,3.4,3.2
1632,1889,5.6,5.5
1633,1890,6.0,5.8
1634,1891,5.0,3.5
1635,1892,5.1,6.1
1636,1893,6.3,6.2
1637,1894,4.8,4.8
1638,1895,6.5,5.9
1639,1896,4.9,2.1
1640,1897,4.2,3.8
1641,1898,5.1,4.2
1642,1899,5.0,4.1
1643,1900,6.5,6.7
1644,1901,5.2,6.4
1645,1902,4.4,7.3
1646,1903,3.2,6.9
1647,1904,4.1,3.4
1648,1905,3.7,6.5
1649,1906,4.4,6.2
1650,1907,4.9,6.5
1651,1908,5.2,5.1
1652,1909,4.9,5.0
1653,1910,3.8,3.3
1654,1911,4.3,5.4
1655,1912,5.4,5.5
1656,1913,6.0,6.5
1657,1914,5.3,6.3
1658,1915,6.3,6.5
1659,1916,5.4,6.3
1660,1917,4.1,4.6
1661,1918,3.4,4.6
1662,1919,4.5,5.4
1663,1920,5.7,6.4
1664,1921,4.4,6.5
1665,1922,5.6,5.8
1666,1923,6.4,6.2
1667,1924,5.3,5.7
1668,1925,4.9,4.5
1669,1926,5.2,6.1
1670,1927,5.6,4.6
1671,1928,3.7,5.6
1672,1929,5.1,6.7
1673,1930,4.6,4.0
1674,1931,4.7,5.5
1675,1932,4.8,6.0
1676,1933,5.2,7.0
1677,1934,5.8,3.8
1678,1935,4.7,4.4
1679,1936,2.9,3.0
1680,1937,4.3,3.9
1681,1938,5.6,7.0
1682,1939,4.4,3.2
1683,1940,5.1,5.6
1684,1941,5.2,4.4
1685,1942,6.4,6.8
1686,1943,4.2,4.4
1687,1944,6.1,5.1
1688,1945,6.0,6.1
1689,1946,4.0,6.0
1690,1947,5.0,7.4
1691,1948,4.0,6.7
1692,1949,2.2,5.1
1693,1950,3.8,3.4
1694,1951,4.6,4.0
1695,1952,4.1,4.4
1696,1953,5.1,4.4
1697,1954,6.7,5.7
1698,1955,5.5,6.5
1699,1956,5.4,5.9
1700,1957,4.8,4.8
1701,1958,4.8,5.1
1702,1959,4.7,5.8
1703,1960,4.5,6.7
1704,1961,5.9,5.3
1705,1962,4.4,5.0
1706,1963,3.9,5.5
1707,1964,3.6,6.7
1708,1965,3.3,3.5
1709,1966,3.6,5.0
1710,1967,4.7,6.9
1711,1968,4.6,6.18
1712,1969,3.7,5.7
1713,1970,5.9,7.1
1714,1971,5.5,5.5
1715,1972,6.0,5.9
1716,1973,4.3,4.3
1717,1974,3.4,4.7
1718,1975,4.7,5.6
1719,1976,4.9,5.4
1720,1977,4.7,5.2
1721,1978,6.5,6.5
1722,1979,5.5,7.2
1723,1980,5.5,5.4
1724,1981,5.1,5.8
1725,1982,4.5,4.5
1726,1983,2.9,3.4
1727,1984,3.7,2.9
1728,1985,4.8,5.6
1729,1986,4.0,5.1
1730,1987,6.5,6.3
1731,1988,5.5,5.8
1732,1989,5.0,5.7
1733,1990,4.2,4.1
1734,1991,5.0,6.0
1735,1992,4.9,6.8
1736,1993,3.5,7.0
1737,1994,3.8,3.5
1738,1995,4.7,4.7
1739,1996,3.9,5.9
1740,1997,5.3,3.9
1741,1998,6.4,6.2
1742,1999,4.6,5.4
1743,2000,5.8,6.0
0,2001,3.2,6.6
1,2002,6.4,5.2
2,2003,5.4,4.6
3,2004,5.0,4.8
4,2005,3.8,5.2
5,2006,5.0,3.2
6,2007,3.4,4.4
7,2008,5.6,3.6
8,2009,5.2,4.2
9,2010,6.0,4.8
10,2011,4.2,5.0
11,2012,3.17,5.17
12,2013,5.4,5.6
13,2014,3.0,6.6
14,2015,6.6,5.4
15,2016,7.2,5.6
16,2017,6.67,6.5
17,2018,6.5,6.33
18,2019,6.8,6.8
19,2020,6.8,5.8
20,2021,4.2,4.4
21,2022,3.8,4.4
22,2023,5.6,3.0
23,2024,6.4,4.4
24,2025,6.0,4.8
25,2026,5.6,4.0
26,2027,5.8,5.4
27,2028,3.4,6.2
28,2029,4.17,4.0
29,2030,4.2,6.2
30,2031,4.6,3.4
31,2032,5.2,4.4
32,2033,3.17,6.83
33,2034,6.2,4.6
34,2035,3.4,4.6
35,2036,3.83,4.67
36,2037,6.4,4.4
37,2038,4.0,3.8
38,2039,5.4,4.6
39,2040,3.6,7.0
40,2041,4.4,3.0
41,2042,4.8,4.6
42,2043,5.6,4.4
43,2044,6.4,5.2
44,2045,4.8,3.2
45,2046,5.5,5.17
46,2047,6.2,5.0
47,2048,6.2,3.6
48,2049,4.4,3.8
49,2050,4.4,3.6
50,2051,3.2,4.6
51,2052,3.2,5.2
52,2053,3.8,3.8
53,2054,5.4,3.6
54,2055,5.0,5.2
55,2056,5.0,4.6
56,2057,3.17,6.83
57,2058,3.8,5.8
